image_fn,label_fn,group
/content/drive/MyDrive/GEE_regen/20.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_0.png,0
/content/drive/MyDrive/GEE_regen/22.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_2.png,0
/content/drive/MyDrive/GEE_regen/24.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_4.png,0
/content/drive/MyDrive/GEE_regen/25.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_5.png,0
/content/drive/MyDrive/GEE_regen/26.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_6.png,0
/content/drive/MyDrive/GEE_regen/27.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_7.png,0
/content/drive/MyDrive/GEE_regen/28.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_8.png,0
/content/drive/MyDrive/GEE_regen/29.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_9.png,0
/content/drive/MyDrive/GEE_regen/210.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_10.png,0
/content/drive/MyDrive/GEE_regen/211.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_11.png,0
/content/drive/MyDrive/GEE_regen/212.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_12.png,0
/content/drive/MyDrive/GEE_regen/213.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_13.png,0
/content/drive/MyDrive/GEE_regen/215.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/2_15.png,0
/content/drive/MyDrive/GEE_regen/31.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_1.png,0
/content/drive/MyDrive/GEE_regen/32.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_2.png,0
/content/drive/MyDrive/GEE_regen/34.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_4.png,0
/content/drive/MyDrive/GEE_regen/35.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_5.png,0
/content/drive/MyDrive/GEE_regen/37.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_7.png,0
/content/drive/MyDrive/GEE_regen/38.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_8.png,0
/content/drive/MyDrive/GEE_regen/39.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_9.png,0
/content/drive/MyDrive/GEE_regen/310.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_10.png,0
/content/drive/MyDrive/GEE_regen/311.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_11.png,0
/content/drive/MyDrive/GEE_regen/312.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_12.png,0
/content/drive/MyDrive/GEE_regen/313.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_13.png,0
/content/drive/MyDrive/GEE_regen/314.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_14.png,0
/content/drive/MyDrive/GEE_regen/315.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/3_15.png,0
/content/drive/MyDrive/GEE_regen/40.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_0.png,0
/content/drive/MyDrive/GEE_regen/41.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_1.png,0
/content/drive/MyDrive/GEE_regen/42.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_2.png,0
/content/drive/MyDrive/GEE_regen/43.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_3.png,0
/content/drive/MyDrive/GEE_regen/44.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_4.png,0
/content/drive/MyDrive/GEE_regen/46.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_6.png,0
/content/drive/MyDrive/GEE_regen/48.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_8.png,0
/content/drive/MyDrive/GEE_regen/410.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_10.png,0
/content/drive/MyDrive/GEE_regen/412.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_12.png,0
/content/drive/MyDrive/GEE_regen/413.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_13.png,0
/content/drive/MyDrive/GEE_regen/414.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_14.png,0
/content/drive/MyDrive/GEE_regen/415.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/4_15.png,0
/content/drive/MyDrive/GEE_regen/50.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_0.png,0
/content/drive/MyDrive/GEE_regen/51.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_1.png,0
/content/drive/MyDrive/GEE_regen/53.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_3.png,0
/content/drive/MyDrive/GEE_regen/55.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_5.png,0
/content/drive/MyDrive/GEE_regen/56.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_6.png,0
/content/drive/MyDrive/GEE_regen/57.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_7.png,0
/content/drive/MyDrive/GEE_regen/58.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_8.png,0
/content/drive/MyDrive/GEE_regen/59.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_9.png,0
/content/drive/MyDrive/GEE_regen/511.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_11.png,0
/content/drive/MyDrive/GEE_regen/512.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_12.png,0
/content/drive/MyDrive/GEE_regen/515.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/5_15.png,0
/content/drive/MyDrive/GEE_regen/60.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_0.png,0
/content/drive/MyDrive/GEE_regen/61.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_1.png,0
/content/drive/MyDrive/GEE_regen/62.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_2.png,0
/content/drive/MyDrive/GEE_regen/64.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_4.png,0
/content/drive/MyDrive/GEE_regen/65.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_5.png,0
/content/drive/MyDrive/GEE_regen/66.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_6.png,0
/content/drive/MyDrive/GEE_regen/67.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_7.png,0
/content/drive/MyDrive/GEE_regen/69.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_9.png,0
/content/drive/MyDrive/GEE_regen/610.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_10.png,0
/content/drive/MyDrive/GEE_regen/612.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_12.png,0
/content/drive/MyDrive/GEE_regen/614.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_14.png,0
/content/drive/MyDrive/GEE_regen/615.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/6_15.png,0
/content/drive/MyDrive/GEE_regen/71.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_1.png,0
/content/drive/MyDrive/GEE_regen/73.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_3.png,0
/content/drive/MyDrive/GEE_regen/74.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_4.png,0
/content/drive/MyDrive/GEE_regen/75.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_5.png,0
/content/drive/MyDrive/GEE_regen/76.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_6.png,0
/content/drive/MyDrive/GEE_regen/77.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_7.png,0
/content/drive/MyDrive/GEE_regen/78.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_8.png,0
/content/drive/MyDrive/GEE_regen/79.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_9.png,0
/content/drive/MyDrive/GEE_regen/711.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_11.png,0
/content/drive/MyDrive/GEE_regen/713.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/7_13.png,0
/content/drive/MyDrive/GEE_regen/80.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_0.png,0
/content/drive/MyDrive/GEE_regen/81.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_1.png,0
/content/drive/MyDrive/GEE_regen/82.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_2.png,0
/content/drive/MyDrive/GEE_regen/84.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_4.png,0
/content/drive/MyDrive/GEE_regen/85.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_5.png,0
/content/drive/MyDrive/GEE_regen/86.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_6.png,0
/content/drive/MyDrive/GEE_regen/87.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_7.png,0
/content/drive/MyDrive/GEE_regen/88.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_8.png,0
/content/drive/MyDrive/GEE_regen/89.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_9.png,0
/content/drive/MyDrive/GEE_regen/810.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_10.png,0
/content/drive/MyDrive/GEE_regen/811.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_11.png,0
/content/drive/MyDrive/GEE_regen/812.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_12.png,0
/content/drive/MyDrive/GEE_regen/814.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_14.png,0
/content/drive/MyDrive/GEE_regen/815.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/8_15.png,0
/content/drive/MyDrive/GEE_regen/90.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_0.png,0
/content/drive/MyDrive/GEE_regen/93.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_3.png,0
/content/drive/MyDrive/GEE_regen/94.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_4.png,0
/content/drive/MyDrive/GEE_regen/95.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_5.png,0
/content/drive/MyDrive/GEE_regen/96.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_6.png,0
/content/drive/MyDrive/GEE_regen/98.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_8.png,0
/content/drive/MyDrive/GEE_regen/910.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_10.png,0
/content/drive/MyDrive/GEE_regen/911.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_11.png,0
/content/drive/MyDrive/GEE_regen/912.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_12.png,0
/content/drive/MyDrive/GEE_regen/913.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_13.png,0
/content/drive/MyDrive/GEE_regen/914.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_14.png,0
/content/drive/MyDrive/GEE_regen/915.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/9_15.png,0
/content/drive/MyDrive/GEE_regen/101.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_1.png,0
/content/drive/MyDrive/GEE_regen/102.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_2.png,0
/content/drive/MyDrive/GEE_regen/103.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_3.png,0
/content/drive/MyDrive/GEE_regen/105.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_5.png,0
/content/drive/MyDrive/GEE_regen/109.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_9.png,0
/content/drive/MyDrive/GEE_regen/1010.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_10.png,0
/content/drive/MyDrive/GEE_regen/1011.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_11.png,0
/content/drive/MyDrive/GEE_regen/1012.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_12.png,0
/content/drive/MyDrive/GEE_regen/1013.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_13.png,0
/content/drive/MyDrive/GEE_regen/1014.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_14.png,0
/content/drive/MyDrive/GEE_regen/1015.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/10_15.png,0
/content/drive/MyDrive/GEE_regen/110.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_0.png,0
/content/drive/MyDrive/GEE_regen/111.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_1.png,0
/content/drive/MyDrive/GEE_regen/113.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_3.png,0
/content/drive/MyDrive/GEE_regen/114.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_4.png,0
/content/drive/MyDrive/GEE_regen/115.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_5.png,0
/content/drive/MyDrive/GEE_regen/116.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_6.png,0
/content/drive/MyDrive/GEE_regen/117.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_7.png,0
/content/drive/MyDrive/GEE_regen/118.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_8.png,0
/content/drive/MyDrive/GEE_regen/119.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_9.png,0
/content/drive/MyDrive/GEE_regen/1110.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_10.png,0
/content/drive/MyDrive/GEE_regen/1111.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_11.png,0
/content/drive/MyDrive/GEE_regen/1112.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_12.png,0
/content/drive/MyDrive/GEE_regen/1113.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_13.png,0
/content/drive/MyDrive/GEE_regen/1114.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/11_14.png,0
/content/drive/MyDrive/GEE_regen/120.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_0.png,0
/content/drive/MyDrive/GEE_regen/121.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_1.png,0
/content/drive/MyDrive/GEE_regen/123.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_3.png,0
/content/drive/MyDrive/GEE_regen/124.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_4.png,0
/content/drive/MyDrive/GEE_regen/125.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_5.png,0
/content/drive/MyDrive/GEE_regen/126.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_6.png,0
/content/drive/MyDrive/GEE_regen/127.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_7.png,0
/content/drive/MyDrive/GEE_regen/128.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_8.png,0
/content/drive/MyDrive/GEE_regen/129.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_9.png,0
/content/drive/MyDrive/GEE_regen/1210.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_10.png,0
/content/drive/MyDrive/GEE_regen/1211.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_11.png,0
/content/drive/MyDrive/GEE_regen/1212.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_12.png,0
/content/drive/MyDrive/GEE_regen/1213.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_13.png,0
/content/drive/MyDrive/GEE_regen/1214.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_14.png,0
/content/drive/MyDrive/GEE_regen/1215.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/12_15.png,0
/content/drive/MyDrive/GEE_regen/130.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_0.png,0
/content/drive/MyDrive/GEE_regen/131.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_1.png,0
/content/drive/MyDrive/GEE_regen/132.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_2.png,0
/content/drive/MyDrive/GEE_regen/133.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_3.png,0
/content/drive/MyDrive/GEE_regen/134.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_4.png,0
/content/drive/MyDrive/GEE_regen/135.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_5.png,0
/content/drive/MyDrive/GEE_regen/136.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_6.png,0
/content/drive/MyDrive/GEE_regen/137.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_7.png,0
/content/drive/MyDrive/GEE_regen/139.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_9.png,0
/content/drive/MyDrive/GEE_regen/1310.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_10.png,0
/content/drive/MyDrive/GEE_regen/1311.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_11.png,0
/content/drive/MyDrive/GEE_regen/1312.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_12.png,0
/content/drive/MyDrive/GEE_regen/1314.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_14.png,0
/content/drive/MyDrive/GEE_regen/1315.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/13_15.png,0
/content/drive/MyDrive/GEE_regen/140.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_0.png,0
/content/drive/MyDrive/GEE_regen/141.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_1.png,0
/content/drive/MyDrive/GEE_regen/142.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_2.png,0
/content/drive/MyDrive/GEE_regen/143.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_3.png,0
/content/drive/MyDrive/GEE_regen/144.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_4.png,0
/content/drive/MyDrive/GEE_regen/145.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_5.png,0
/content/drive/MyDrive/GEE_regen/146.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_6.png,0
/content/drive/MyDrive/GEE_regen/147.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_7.png,0
/content/drive/MyDrive/GEE_regen/149.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_9.png,0
/content/drive/MyDrive/GEE_regen/1410.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_10.png,0
/content/drive/MyDrive/GEE_regen/1411.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_11.png,0
/content/drive/MyDrive/GEE_regen/1413.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_13.png,0
/content/drive/MyDrive/GEE_regen/1414.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_14.png,0
/content/drive/MyDrive/GEE_regen/1415.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/14_15.png,0
/content/drive/MyDrive/GEE_regen/151.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_1.png,0
/content/drive/MyDrive/GEE_regen/152.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_2.png,0
/content/drive/MyDrive/GEE_regen/153.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_3.png,0
/content/drive/MyDrive/GEE_regen/154.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_4.png,0
/content/drive/MyDrive/GEE_regen/155.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_5.png,0
/content/drive/MyDrive/GEE_regen/156.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_6.png,0
/content/drive/MyDrive/GEE_regen/157.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_7.png,0
/content/drive/MyDrive/GEE_regen/1510.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_10.png,0
/content/drive/MyDrive/GEE_regen/1512.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_12.png,0
/content/drive/MyDrive/GEE_regen/1513.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_13.png,0
/content/drive/MyDrive/GEE_regen/1514.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_14.png,0
/content/drive/MyDrive/GEE_regen/1515.tif,/content/drive/MyDrive/GEE_Dynamic_2016_3_class_value_image/15_15.png,0
